id,nombre,nombre_norm,actividad,direccion,telefono,email,sitio_web,instagram,facebook,linkedin,logo_url,logo_origen,contacto_nombre,descripcion,ubicacion,cuit
39,MGM GROUP S.R.L.,mgm,Venta de repuestos. Taller mecáncio. Alquiler de vehículos 4×4,Av. San Martín 1883 Salta,(0387) 4222661 / 155 868 808,toyotasalta@hotmail.com,https://toyotasalta.com/,https://www.instagram.com/toyosalta/,https://www.facebook.com/toyosalta/,,https://capemisa.com.ar/wp-content/uploads/2024/10/mgm-group-1024x310.jpg,camara,Sergio Ariel Gomez,,,
287,MILIMETRIC S.A.S.,milimetric,Carpintería de aluminio y cortinas roller.,Adolfo Güemes 1179 Salta,(0387) 154 892 853,nicolasdandrea@milimetric.ar,https://www.milimetric.ar/,https://instagram.com/milimetric.ar,https://www.facebook.com/milimetric.ar,https://linkedin.com/company/milimetricsalta,https://capemisa.com.ar/wp-content/uploads/2023/11/milimetric-1024x513.png,camara,Nicolás D’Andrea,,,
20,Minera Santa Rita S.A. – Manufactura de Los Andes,minera santa rita s a manufactura de los andes,Mineral: Boratos — Fase: Producción — Producto: Boratos refinados,,,,https://santaritasrl.com/,,,,https://cmsalta.com.ar/wp-content/uploads/2022/05/minera-santa-rita-sa1.png,camara,,"Minera Santa Rita S.R.L. (MSR) es una empresa familiar dedicada a la extracción, producción y comercialización internacional de boratos, sus derivados y otras especialidades mineras. Las prioridades de MSR son la calidad, el servicio al cliente, la eficiencia y el cuidado del medio ambiente. MSR desarrolla varias líneas de productos derivados para aplicaciones específicas.

Consolidada en un Grupo Económico por dos empresas: Minera Santa Rita S.R.L. y Manufacturas Los Andes S.A., el Grupo MSR brinda empleo a 200 trabajadores y en forma indirecta a más de 600 personas. La estrategia de producción de la empresa se basa en la integración vertical de la cadena de abastecimiento del proceso productivo, la explotación de las minas, el transporte de media distancia y la fabricación de su insumo principal: el ácido sulfúrico. Se exportan más de dos terceras partes de la producción. Ofrecemos soluciones de calidad a las necesidades específicas de nuestros clientes. Nuestra cartera de clientes incluye prestigiosas empresas de E.E.U.U., Canadá, Europa, India, China, Australia, Nueva Zelanda, Sudáfrica y otros 20 países más.

Manufacturas los Andes S.A. es una empresa del grupo Minera Santa Rita S.R.L. (MSR), que opera desde el año 2007, especializándose en la fabricación de Ácido Bórico de la más alta calidad, para los sectores agrícola, industrial, químico, y farmacológico. La capacidad de producción de Ácido Bórico es de 36.000 toneladas anuales, con fabricación integrada de Ácido Sulfúrico lo que garantiza nuestro autoabastecimiento.",Olacapato,
288,MINING TECHNOLOGIES S.A.S.,mining technologies,"Artículos, servicios e insumos de laboratorios.","Av. Independencia 234, Salta",(0387) 155 388 139,avale@miningtech.com.ar / jvillarreal@miningtech.com.ar / lguzman@miningtech.com.ar / administracion@miningtech.com.ar,https://www.miningtech.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/10/LogoMT-1024x331.jpg,camara,Adrián Vale,,,
40,MOBI S.A.S.,mobi,Alquiler de camionetas 4x4,"Balcarce 583, 1° Piso, Salta",(0387) 2521111,grupoactiva@gmail.com / info@mobiarg.com,https://www.mobirent4x4.com.ar/,,,,https://www.mobirent4x4.com.ar/public/images/logo-movi-arg.svg,sitio_oficial,Iván Sánchez Osadcia,,,
164,MODES INGENIERÍA,modes ingenieria,Servicios de ingeniería multidisciplinaria y modelado 3D,"Caseros 916, Salta",(0387) 154 569 633,ezequiel.vera@modes.com.ar,https://modes.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/11/modes-ingenieria-1024x819.png,camara,Ezequiel Simón Vera,,,
105,MOLCA S.R.L.,molca,Obras civiles. Estructuras metálicas. Reparaciones. Movimiento de suelo.,Pedriel 779 B° Lamadrid (4400) Salta,(0387) 156 141 998 / 154 123 029,tm@molcaconstrucciones.com.ar / bm@molcaconstrucciones.com.ar,https://molcaconstructora.com.ar/,https://www.instagram.com/molcaconstructora/,,https://www.linkedin.com/company/molca/,https://capemisa.com.ar/wp-content/uploads/2021/08/molca.jpg,camara,Teodoro Molinas / Ing. Belisario Molinas,"Molca es una empresa con sede en Salta, comprometida con el desarrollo de obras de ingeniería y arquitectura en todo el país. Se especializas en atender las necesidades de establecimientos industriales, empresas y particulares, priorizando la satisfacción y el bienestar de sus clientes. Cuenta con un equipo sólido de profesionales dedicados a cumplir en tiempo y forma con los requerimientos de cada proyecto, generando fuentes de empleo y entregando obras de alta calidad. Tiene más de diez años de experiencia y más de 180 mil metros cuadrados construidos.",Salta,
370,Molinos San Bernardo,molinos san bernardo,Ind. Molinera,"Av. Tavella 1255, Salta",387 427-1315,info@molinosanbernardo.com.ar,https://molinosanbernardo.com.ar,https://www.instagram.com/molinosanbernardo/,https://www.facebook.com/molinosanbernardo/,,https://uis.com.ar/storage/2026/04/logo-molinos-san-bernardo.webp,camara,,"Somos la tercera generación de una industria alimenticia salteña dedicada a la elaboración de productos derivados de cereales y legumbres para consumo humano, industrial y animal, accesibles, seguros para el consumo y conforme a la calidad que nos caracteriza desde 1949.",Salta,
106,MP MINERÍA POSITIVA S.R.L.,mp mineria positiva,Consultoría. Ingeniería. Procesos. Servicios. Equipos,La Niña 25 Villa Rebeca (4400) Salta,(0387) 155 744 240,jdc@mp-mas.com,https://new.mp-mas.com/,,,,https://capemisa.com.ar/wp-content/uploads/2022/02/mp-minerria-positiva.png,camara,José de Castro,,,
199,MUNDO PACK S.R.L.,mundo pack,Fabrica de Polietileno de alta y baja densidad. Mayorista de Envases descartables y productos de higiene,Mitre 1123 Salta,(0387) 4214047,brian@mundopacksrl.com / administracion@mundopacksrl.com,https://www.mundopacksrl.com/,https://www.instagram.com/mundo.pack,https://www.facebook.com/mundo.pack,,https://capemisa.com.ar/wp-content/uploads/2024/10/mundo-pack-1024x1024.jpg,camara,Brian Terroba,"Para el agro, desarrollan productos de polietileno diseñados para optimizar la producción agrícola, garantizando resistencia, eficiencia y protección para los cultivos y cosechas. Además, desarrollan productos para la minería, embalajes, artículos descartables, packaging y papelería.",Salta,
289,MVA S.R.L.,mva,Alquiler y limpieza de baños químicos. Desagotes de efluentes. Servicio de limpieza de campamentos. Limpieza de oficinas. Alquiler de garitas de seguridad. Mantenimiento de espacios verdes. Fumigaciones. Servicio de Vigilancia. Gestión Integral de Residuos.,"Lote 11 Manzana 87, San Lorenzo Chico, Salta",(0387) 155 555 680,info@mvasrl.com,https://mvasrl.com/,https://www.instagram.com/mva.srl,,https://www.linkedin.com/company/mvasrl,https://mvasrl.com/images/logosClientes/DMA.svg,sitio_oficial,Hugo Arjona / María Celeste Arjona,,,
107,NECA S.R.L.,neca,Construcción. Servicio de transporte,Juan Esteban Tamayo 217 Salta,(0387) 4397512,omarcarral@necaconstrucciones.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Omar Angel Carral,,,
108,NEOBOX CONSTRUCCION MODULAR,neobox construccion modular,Construcción Industrializada Modular. Construcción de campamentos mineros. Venta y alquiler de módulos habitacionales.,"Ruta Nacional 51 Km 7,2 Planta Industrial (4400) Salta",(0387) 406 6397 / (0387) 462 4836,ventas@neobox.ar / iescudero@neobox.ar / gmateo@neobox.ar,https://www.neobox.ar/,https://www.instagram.com/neobox.ar/,,https://www.linkedin.com/company/neoboxmodular/,https://capemisa.com.ar/wp-content/uploads/2025/01/neobox-1024x540.jpeg,camara,Ing. Gonzalo Mateo / Ing. Ignacio Escudero,,,
290,NIVEL SEGUROS S.A.,nivel seguros,"Seguros de vida, patrimoniales y cauciones",Eustaquio Frias 73 Salta,(0387) 4267000,rudylevin@nivelseguros.com.ar,https://www.nivelseguros.com.ar/,https://www.instagram.com/nivelsegurosok/,https://www.facebook.com/nivelseguros/,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Rodolfo Levin,,,
291,NOA ABERTURAS S.R.L.,noa aberturas,Aberturas de aluminio. Carpintería en chapa plegada. Steelframe.,Av. Costanera 350 Parque Industrial (4400) Salta,(0387) 156 841 155,ventas@noaaberturas.com.ar,https://noaaberturas.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2022/08/noa-aberturas-1-1024x714.jpg,camara,Raúl Coledani,,,
140,NOA GENERACION S.R.L,noa generacion,Venta y alquiler de servicios de maquinaria.,Mza 410 C Lote 6 B° Las Quintas San Lorenzo Chico (4401) Salta,(0387) 155 729 701 / 718,juang@noageneracion.com / avilam@noageneracion.com,https://www.noageneracion.com/,https://www.instagram.com/noageneracionsrl/,https://www.facebook.com/profile.php,https://www.linkedin.com/in/noageneracionsrl/,https://capemisa.com.ar/wp-content/uploads/2021/08/noageneracion.png,camara,,,,
21,NOA LITHIUM BRINES S.A.,noa lithium brines,Mineral: Litio — Fase: Exploración,,,,,,,,https://cmsalta.com.ar/wp-content/uploads/2023/09/noa-lithium-brines-sa-logo.png,camara,,"NOA Lithium Brines S.A. es una empresa dedicada a la exploración de proyectos de litio. NOA cuenta con una posición de aproximadamente 100.000 hectareas, ubicadas en seis salares de la provincia de Salta. Los tres proyectos principales de la compañía se encuentran en los siguientes salares: Rio Grande, Arizaro y Salinas Grandes. Desde el 3 de Marzo del 2023, la casa matriz de la empresa, NOA Lithium Brines Inc., cotiza en el Toronto Stock Exchange Venture bajo el ticker ""NOAL"".",,
252,NOA TECNOLOGIAS S.R.L.,noa tecnologias,"Implementación de soluciones de Seguridad Electrónica, Control de Personal, Control de Accesos, Seguimiento Satelital, Videovigilancia, Control de Comedores Institucionales, Control Perimetral",20 de febrero 844 (4400) Salta,(0387) 480 0480,ventas@noacontrol.com.ar,https://noacontrol.com/,,,https://ar.linkedin.com/company/noacontrol,https://capemisa.com.ar/wp-content/uploads/2021/08/NOAControl_logo.png,camara,Ing. Nicolás Rodrigo,,,
292,NOR TRADING MINERIA S.R.L.,nor trading mineria,Servicios metalúrgicos para proyectos mineros,Adolfo Güemes 36 Salta,(0387) 154 659 827,nortradingmineriasrl@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Arturo Casares de Tezanos Pintos,,,
293,NORTE VIAL SERVIS,norte vial servis,Metalúrgica vial y agro. Reparación de equipos viales. Tornería general. Servicios con equipos viales,"J. M. Gregores 1523 - B° Hipódromo, Salta",(0387) 4240081 / 155 070 770 / 154 549 583,nvs_tomas@live.com.ar,https://www.nortevialservis.com.ar/,,https://www.facebook.com/nvs1995/,,https://www.nortevialservis.com.ar/wp-content/uploads/fbrfg/favicon.svg,sitio_oficial,Ricardo Escalante / Tomás Escalante,,,
294,NORTRADERS,nortraders,Comercio Exterior. Logística. Importación de insumos mineros,Dean Funes 825 (4400) Salta,(0387) 155 770 355,lgonzalez@nortraders.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2024/09/Captura-de-pantalla-2024-09-05-a-las-6.40.11 p.-m.png,camara,Lizardo Gonzalez,,,
59,NUBICOM S.R.L.,nubicom,Telecomunicaciones,España 696 (4400) Salta,0810-222-6824,empresas@nubicom.com.ar,https://nubicom.com.ar/,https://www.instagram.com/nubicomok/,https://www.facebook.com/Nubicomok/,https://ar.linkedin.com/company/nubicom,https://nubicom.com.ar/wp-content/uploads/2024/11/logo-nbc.svg,sitio_oficial,Omar Hadid,,,
78,NUEVAS ENERGIAS,nuevas energias,Arquitectura. Ingeniería,Dean Funes 1380 (4400) Salta,(0387) 156 185 416,nuevasenergiassalta@gmail.com,https://nuevasenergias-re.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2023/07/nuevas-energias-1024x535.png,camara,Agustín Isasmendi,,,
41,NUNA S.A.S.,nuna,Alquiler de camionetas 4 x 4 para minería,Dean Funes 507 1° Salta,(0387) 154 092 860,nunarentals@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2024/03/nuna-1024x1024.png,camara,Francisca Saravia,,,
349,Oeste Embotelladora S.A.,oeste embotelladora,Ind. Gaseosas y refrescos,"Av. Monseñor Tavella 1291 y Ruta Prov.N° 26, Salta",387 427-1326,lliguori@talca.com.ar,https://talca.com.ar,https://www.instagram.com/talca.oficial/,https://www.facebook.com/gaseosastalca,https://www.linkedin.com/company/oesteembotelladora/,https://uis.com.ar/storage/2024/07/oeste-embotelladora.jpg,camara,,Oeste Embotelladora S.A. es la envasadora de soda y gaseosas Talca. La empresa cuenta con una planta en Salta y otra en Mendoza.,Salta,
295,OLAS BROKER DE SEGUROS,olas broker de seguros,Aseguradora,"Edificio Porto 2° Of. 211, San Lorenzo Chico, Salta",(0387) 154 686 390 / (011) 3047 9441,noa@olasseguros.com.ar / lassaga@olasseguros.com.ar,https://olasseguros.com.ar/,,,,https://olasseguros.com.ar/wp-content/uploads/2025/03/logo.svg,sitio_oficial,Exequiel Lassaga,,,
109,OSCAR ZORICICH,oscar zoricich,"Empresa Constructora. Obras eléctricas, civiles, metalúrgicas, infraestructura.",Av. Tavella 2730 (4400) Salta,(0387) 4235417,info@zoricich.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Mónica Alejandra Zoricich,,,
350,Oxígeno Salta S.R.L.,oxigeno salta,Ind. Química,"Parque Industrial de General Güemes, Salta",,,,,,,https://uis.com.ar/storage/2024/07/oxitesa.jpg,camara,,Fabricación de gases industriales y medicinales comprimidos o licuados,Gral Güemes,
296,PABLO AREA SERVICIOS,pablo area servicios,"Gestión integral de efluentes cloacales, incluyendo el diseño, provisión, instalación y puesta en marcha de plantas depuradoras de efluentes.","Ruta Nacional 34, Km 1428, Salta",(03873) 155 13228 / (0387) 155 389 757,administracionarea@pabloarea.com.ar / administracionsalta@pabloarea.com.ar,https://pabloarea.com.ar/,https://www.instagram.com/pabloareaservicios/,https://www.facebook.com/pabloarea.com.ar/,,https://capemisa.com.ar/wp-content/uploads/2026/05/pablo-area-1024x1024.jpg,camara,Hernán Coronado,,,
351,Pampa Energía S.A.,pampa energia,Ind. Energía,"Ruta 34 S/N, General Güemes, Salta",(0387) 491-9877,comercialbaires@ctg.com.ar,https://www.pampaenergia.com,https://www.instagram.com/pampaenergia/,https://www.facebook.com/PampaEnergia/,https://www.linkedin.com/company/pampa-energia/,https://pampa.com/wp-content/uploads/2023/12/pampa-favicon.svg,sitio_oficial,,"Pampa Energía es una de las empresas integradas de energía más importantes del país. Genera energía eléctrica a través de centrales térmicas, hidroeléctricas y parques eólicos. Co-controla Transener, que transporta el 86% de la electricidad de la Argentina. Explora y produce gas y petróleo en 11 áreas de producción y 4 de exploración en las cuencas más importantes del país. Co-controla Transportadora de Gas del Sur (TGS), que transporta el 60% del gas consumido en el país. Son además los principales productores de poliestireno, estireno y caucho de Argentina. En Salta adquirió en 2006 la Central Térmica Güemes, donde realizaron una importante inversión para convertir la planta de ciclo abierto a ciclo combinado, incrementando así su capacidad de generación.",Salta,
141,PARL S.R.L.,parl,Venta y colocación de accesorios para pick up.,Av. San Martin 1694 (4400) Salta,(0387) 154 593 138,parequipamientos.ventas@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/LOGO-1024x498.jpeg,camara,,,,
110,PASCHA S.R.L.,pascha,Movimientos de suelo. Obras civiles. Alquiler de maquinas viales. Camiones regadores. Provisión y/o alquiler de modulos habitacionales,Coronel Moldes 55 La Silleta Salta,(0387) 155 852 311 / 154 153 358,informa@paschasrl.com.ar / mariocabanillas@paschasrl.com.ar,https://www.paschasrl.com.ar/,,https://www.facebook.com/PaschaSRL/,https://www.linkedin.com/in/pascha-srl-325465a6/,https://capemisa.com.ar/wp-content/uploads/2021/08/pascha.jpg,camara,Mario Antonio Cabanillas,,,
371,Petit Plast,petit plast,Ind. Gráfica,"Pasaje Ing. Clement 1243, Salta",387 4234026,info@petitplast.com.ar,https://tiendapetitplast.com.ar,https://instagram.com/petitplast_sa,,,https://uis.com.ar/storage/2026/04/logo-petit-plast.jpg,camara,,"Petit Plast es una empresa industrial con prácticas sustentables que desarrolla, fabrica y comercializa soluciones en envases flexibles. Recicla y transforma desechos plásticos en nuevos productos, adaptando soluciones a las necesidades específicas de cada cliente. Ofrecen opciones descartables para múltiples usos y sectores. Cuentan con distribución propia, presencia en todo el país y una red de locales en el norte argentino.",Salta,
219,PETROANDINA,petroandina,Transporte y almacenaje de combustible,Av. Asunción 2281 (4400) Salta,(0387) 4283043,ncornejo@grupopetroandina.com.ar,https://petroandina.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/petroandina-1024x512.png,camara,Nicolás Cornejo,"Petroandina es un grupo empresario con más de 25 años de trayectoria, conformado por empresas versátiles y especializadas, abocadas a energía, logística y servicios que proporcionan una oferta integral de servicios circulares. Abarcando desde la producción y distribución de energía hasta la gestión eficiente de la cadena de suministro y la prestación de una amplia gama de servicios especializados.",Salta,
165,POQ SERVICIOS INDUSTRIALES,poq servicios industriales,Ingeniería. Construcción. Operación y mantenimiento en empresas industriales,"Av. de la Libertad 113, Salta",(0387) 154 496 845,wayar@poq.com.ar,https://poq.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2026/03/Poq.png,camara,Raúl Ernesto Wayar,,,
22,POSCO Argentina SAU – Proyecto Sal de oro,posco argentina sau proyecto sal de oro,Mineral: Litio — Fase: Construcción,,,,http://www.poscoargentina.com/,https://www.instagram.com/poscoargentinasau,,https://www.linkedin.com/company/posco-argentina/,https://cmsalta.com.ar/wp-content/uploads/2022/05/poscologo.jpeg,camara,,"En 2010 nuestra casa matriz, POSCO, desarrolló una tecnología propia para la extracción de litio. Comenzó así un período de investigación y de estudios de factibilidad para su producción.

En 2017 POSCO fabricó en Corea del Sur una Planta Piloto con una capacidad de producción de 2.500 tn/año de litio. La misma fue traída e instalada en nuestras propiedades en la puna en tiempo récord.

En 2018 fue constituida Posco Argentina, se abrieron oficinas en Salta y posteriormente en Catamarca.

Actualmente nos encontramos en etapa de Exploración Avanzada y esperamos tener terminada nuestra Planta Comercial para fines de 2023.",Salar del Hombre Muerto,
23,Potasio y Litio de Argentina S.A.,potasio y litio de argentina,Mineral: Litio — Fase: Exploración y construcción — Producto: Carbonato de Litio,,,,,,,,https://cmsalta.com.ar/wp-content/uploads/2024/03/plasa-logo-002.png,camara,,"Litio Angeles Argentina es un proyecto comprometido con la exploración y producción
de carbonato de litio a partir de salmueras ricas en este recurso, operado por Potasio y
Litio de Argentina SA, una subsidiaria de la empresa china Tibet Summit Resources.
Desde 2016, hemos estado llevando a cabo labores de exploración en el Salar de
Diablillos (ubicado a 4000 metros sobre el nivel del mar), situado en la Puna de la
provincia de Salta.
Conscientes de nuestra responsabilidad ambiental y social, hemos implementado
prácticas sostenibles en nuestras operaciones. Actualmente nos encontramos en la fase
preliminar para la puesta en marcha de una Planta Moderna de Nano Filtración. Esta
planta, que tiene como objetivo la producción de 30,000 toneladas anuales de carbonato
de litio de grado batería, empleará tecnologías avanzadas para minimizar nuestro
impacto ambiental y maximizar la eficiencia de nuestros procesos.
Además de nuestro compromiso con la sostenibilidad ambiental, también nos
preocupamos por el desarrollo socioeconómico de la región y de la provincia de Salta en
particular. Estimamos que nuestras reservas nos permitirán una producción durante los
próximos 16 años. Durante este tiempo, esperamos contribuir al crecimiento económico
y la transformación positiva de la comunidad local, generando empleo y oportunidades
para sus habitantes. Estamos seguros de que estos años marcarán un período de
progreso y prosperidad compartida para todos los involucrados.",Salar de Diablillos,
79,PRECYT SERVICIOS S.R.L.,precyt servicios,Seguridad e higiene y medio ambiente,Av. Sarmiento 447 PB Of. B Salta,(0387) 154 817 667,pcasas@precyt.com.ar / etrigo@precyt.com.ar / administracion@precyt.com.ar,https://www.precyt.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2024/12/precyt-1024x948.jpg,camara,Pablo Casas,,,
238,PRISMA SALUD,prisma salud,Servicios de salud mental,España 1783 Salta,(0387) 155 926 081 / 154 695 134,contacto@prismasalud.com/ rodrigo.albornoz.azula@gmail.com,https://prismasalud.com/,https://www.instagram.com/prismasalud.consultora/,,,https://capemisa.com.ar/wp-content/uploads/2024/08/prisma.jpg,camara,Rodrigo Albornoz Azula,,,
200,PRODUCTOS QUIMICOS S.R.L.,productos quimicos,Producción y comercialización de productos y artículos de limpieza,Martín Cornejo 632 (4400) Salta,(0387) 4213779 / 4215116,info@masbrillo.com.ar,https://masbrillo.com.ar/,https://www.instagram.com/masbrillosrl/,https://www.facebook.com/MasBrilloSRL/,,https://capemisa.com.ar/wp-content/uploads/2021/08/logopng150.png,camara,Ezequiel Giménez,,,
372,Prolacsa,prolacsa,Ind. Láctea,"RUTA N* 22 KM 3.3. LA MERCED,",,INFO@PROLACSA.COM.AR,https://deltambo.com.ar/,,,,https://uis.com.ar/storage/2026/04/logo-prolacsa.jpg,camara,,"Prolacsa es una empresa láctea de empresarios Salteños convencidos de que el éxito de de las economías regionales solo es posible a través del agregado de valor a las materias primas. Prolacsa está ubicada en Salta, en el Valle de Lerma, es una industria láctea, ultra moderna creada siguiendo los principios del más alto nivel internacional; integrando tambos salteños, 100% libres de brucelosis y tuberculosis. Los productos “Del TAMBO” son de primer nivel internacional, elaborados siguiendo los más altos estándares de calidad, para ello cuenta con personal calificado, procesos automatizados y laboratorios de última generación para el control minucioso de sus productos.",Cerrillos,
142,PUSSETTO SALTA S.A.,pussetto salta,"Venta de autos, camionetas y utilitarios nuevos",Avda. Monseñor Tavella 4220 (4400) Salta,(0387) 4271160,,https://www.fordpussetto.com.ar/,https://www.instagram.com/pussettoford,https://www.facebook.com/pussettoford,https://www.linkedin.com/company/fordpussetto,https://static.wikia.nocookie.net/logopedia/images/8/86/Ford_%28wordmark%29.svg,sitio_oficial,Juan Reyes,,,
80,QUANTA S.A.S.,quanta,Consultora de estrategia organizacional,,(0387) 154 048 934,sofia.martorell@somosquanta.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/cropped-LogoCapemisa-157x85.jpg,placeholder,Sofía Martorell,,,
24,Ramón Nuñez,ramon nunez,,,,,,,,,https://cmsalta.com.ar/wp-content/uploads/2022/05/rnlogo-e1653538674586.jpeg,camara,,,,
143,RANI S.A.,rani,"Venta de vehículos automotores nuevos, mantenimiento y reparación del motor, mecánica integral, venta de vehículos automotores usados N.C.P.",Av. Monseñor Tavella 1235 (4400) Salta,(0387) 4271069,ventas@ranisa.com.ar / bbasualdo@ranisa.com.ar,https://www.ranisa.com.ar/,https://www.instagram.com/ivecorani/,https://www.facebook.com/IvecoRani/,https://ar.linkedin.com/company/ranisa,https://www.ranisa.com.ar/wp-content/uploads/2025/09/RANI-LOGOTIPO.svg,sitio_oficial,"Álvaro Rivero, Bernardo Basualdo",,,
352,Raúl Coledani y Asociados,raul coledani y asociados,Entidad Financiera,"Balcarce 480, Salta",387-4318022,info@raulcoledani.com.ar,https://www.raulcoledani.com.ar/,,,,https://uis.com.ar/storage/2024/07/coledani.jpg,camara,,El Estudio Raúl Coledani & Asociados es un estudio de contadores asesores de empresas que tiene como objetivo esencial satisfacer las necesidades y expectativas del cliente mediante la generación de soluciones y propuesta innovadoras.,Salta,
374,Recapados Santa Mónica,recapados santa monica,Ind. Varias,,,,,,,,https://uis.com.ar/core/views/315ab0553d/images/featured.jpg);,camara,,"Recapados Santa Mónica se dedica a la fabricación, renovación y comercialización de neumáticos",Las Pampitas,
25,REMSa S.A.,remsa,,,,,http://remsa.gob.ar/,https://www.instagram.com/remsa.salta/,https://www.facebook.com/remsa.salta/,,https://remsa.gob.ar/images/logo.svg,sitio_oficial,,"REMSa. S.A. (Recursos Energéticos y Mineros de Salta, S.A.) es una sociedad anónima con participación estatal mayoritaria, responsable de administrar los recursos energéticos y mineros de la Provincia de Salta, dentro del marco de su objeto social.",Salta,
297,RF COMERCIO EXTERIOR SRL,rf comercio exterior,"Gestión Aduanera realizados por Despachantes de Aduanas. Gestión de Agentes de Transporte Aduanero (Terrestre / Marítimas). Gestión Integral del Comercio Exterior para Empresas Mineras y Proveedores Mineros. Transporte de cargas Terrestres y Marítimas. Forwarder, cotización de transporte y mercadería.","Deán Funes 380 PB 4B, Salta",(0387) 4313506 / 154 880 080 / 154 878 277,rfernandez@rfcomex.com,https://www.rfcomex.com/,https://www.instagram.com/marcabelia/,,,https://capemisa.com.ar/wp-content/uploads/2025/03/rf-comercio-exterior-servicios.png,camara,Rene Roberto Fernández / Ricardo Fernández,,,
26,Rio Tinto – Proyecto Rincón,rio tinto proyecto rincon,Mineral: Litio — Fase: Construcción,,,,https://www.riotinto.com/operations/projects/rincon,https://instagram.com/lifeatriotinto,https://www.facebook.com/riotintogroup,https://www.linkedin.com/company/rio-tinto,https://cdn-rio.dataweavers.io/-/media/project/riotinto/shared/riologo.svg?rev=-1,sitio_oficial,,,"Salar de Rincón, Salta",
166,RIS INGENIERIA S.R.L.,ris ingenieria,"Servicios de Ingeniería Multidisciplinaria, venta de productos industriales",San Luis 89 (4400) Salta,0387 4321014,ing@ris-ingenieria.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/ris_200px.jpg,camara,Claudio Bekerman / Adriana Bekerman,,,
111,RM DEL NORTE S.R.L.,rm del norte,Montaje y venta de geosintéticos. Control de fugas,Leguizamón 559 1°A (4400) Salta,(03873) 040 888,dnieto@rmdelnorte.com.ar,https://www.rmdelnorte.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2023/05/rm-del-norte-1-1024x598.png,camara,Diego Nieto,,,
144,RODAMAS 35,rodamas 35,"Ventas al por menor de partes, piezas y accesorios nuevos",Av. Independencia 35 – Salta,(0387) 155 004 014 / 155 411 673,rodamassalta@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2023/09/Imagen-de-WhatsApp-2023-09-25-a-las-17.28.38-1.jpg,camara,,,,
42,ROLCAR S.A.,rolcar,Concesionario Oficial Mercedes Benz,RN 9 KM 1592 Acceso a Salta Colectora Norte (4400) Salta,(0387) 4280022 / 155 237 464,santiago.serra@rolcarsa.com.ar,http://mb.rolcarsa.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/rolcar.jpg,camara,Santiago Serra,,,
220,ROYAL LOGISTIC S.R.L.,royal logistic,Transporte de carga. Deposito. Alquiler de auto elevador. Forwarder. Despachante,Hugo Espeche S/N entre Torena y Dr. Miron Jimenez B° El Mirador – Salta,(0387) 155 290 929,gerencia@royallogistic.com.ar,https://royallogistic.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2023/09/royal-logistic.jpeg,camara,Horacio Gabriel Macias,,,
60,RQ SERVICIOS & TELECOMUNICACIONES,rq servicios telecomunicaciones,Telecomunicaciones. Construcción de redes de distribución de electricidad,"Centro comercial El Sitio, 1° Of. 20, Av. Circunvalación Oeste, San Lorenzo Chico, Salta",(0387) 154 066 477,rcornejo@rqsoluciones.com.ar,https://www.rqsoluciones.com.ar/,,,https://www.linkedin.com/company/rqserviciosytelecomunicaciones/,https://capemisa.com.ar/wp-content/uploads/2025/06/rq-soluciones-1024x455.png,camara,Ramiro Cornejo Cabanillas,,,
201,SALTA PLAST POLIETILENOS S.R.L.,salta plast polietilenos,Fabricación de productos plásticos,Av. Chile 1502 (4400) Salta,(0387) 4232680,maximilianopericon@hotmail.com,https://www.saltaplast.com.ar/,https://www.instagram.com/salta_plast/,https://www.facebook.com/salt.plast/,,https://capemisa.com.ar/wp-content/uploads/2023/06/saltaplast-791x1024.png,camara,Maximiliano Pericon,,,
